pathway,from_region,to_region,from_country,to_country,max_flow,max_counter_flow,voltage,distance,year_planned,source_1,source_2,assumptions,other_notes
TRNITAXXMLTXX,ITAXX,MLTXX,ITA,MLT,200,200,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,"The EMBER dataset includes a column with expected 2040 capacities + projects in permitting, planning and under consideration. We assume that these capacities are commissioned by 2045.",-
TRNITAXXMNEXX,ITAXX,MNEXX,ITA,MNE,600,600,-,-,2040,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNITAXXSVNXX,ITAXX,SVNXX,ITA,SVN,10,50,-,-,2030,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNITAXXSVNXX,ITAXX,SVNXX,ITA,SVN,1000,1000,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,"The EMBER dataset includes a column with expected 2040 capacities + projects in permitting, planning and under consideration. We assume that these capacities are commissioned by 2045.",-
TRNITAXXTUNXX,ITAXX,TUNXX,ITA,TUN,600,600,-,-,2030,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNITAXXTUNXX,ITAXX,TUNXX,ITA,TUN,2000,2000,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,"The EMBER dataset includes a column with expected 2040 capacities + projects in permitting, planning and under consideration. We assume that these capacities are commissioned by 2045.",-
TRNJORXXSAUXX,JORXX,SAUXX,JOR,SAU,450,450,400,164,2025,https://www.enerdata.net/jordan-projects-electricity-transmission.html,https://renewablewatch.in/2023/08/30/transmission-ties-saudi-arabias-regional-connections/,-,-
TRNJORXXSYRXX,JORXX,SYRXX,JOR,SYR,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNJPNCEJPNKY,JPNCE,JPNKY,JPN,JPN,0,0,-,-,-,https://www.renewable-ei.org/pdfdownload/activities/TsutomuOyama_220906_REI-DK_Seminar,-,-,-
TRNJPNCEJPNSH,JPNCE,JPNSH,JPN,JPN,0,0,-,-,-,https://www.renewable-ei.org/pdfdownload/activities/TsutomuOyama_220906_REI-DK_Seminar,-,-,-
TRNJPNCEJPNTO,JPNCE,JPNTO,JPN,JPN,900,900,-,-,2028,https://www.renewable-ei.org/pdfdownload/activities/TsutomuOyama_220906_REI-DK_Seminar,-,-,-
TRNJPNCEKORXX,JPNCE,KORXX,JPN,KOR,0,0,-,-,-,https://www.renewable-ei.org/pdfdownload/activities/TsutomuOyama_220906_REI-DK_Seminar,-,-,Historically there has been interest in an interconnector between Japan and Korea as part of numerous Asian Supergrid projects but as of yet no concrete developments.
TRNJPNHOJPNTO,JPNHO,JPNTO,JPN,JPN,300,300,250,-,2028,https://www.renewable-ei.org/pdfdownload/activities/TsutomuOyama_220906_REI-DK_Seminar,-,-,-
TRNJPNHORUSFE,JPNHO,RUSFE,JPN,RUS,0,0,-,-,-,https://www.garant.ru/products/ipo/prime/doc/404487690/,-,-,"Historically there was interest in a 'power bridge' between Hokkadio and Sakhalin but this has never been formalized. No mentioning of any Japan links within the ""the scheme and program for the development of the Unified Energy System of Russia for 2022 - 2028."""
TRNJPNKYKORXX,JPNKY,KORXX,JPN,KOR,0,0,-,-,-,https://www.renewable-ei.org/pdfdownload/activities/TsutomuOyama_220906_REI-DK_Seminar,-,-,Historically there has been interest in an interconnector between Japan and Korea as part of numerous Asian Supergrid projects but as of yet no concrete developments.
TRNKAZXXKGZXX,KAZXX,KGZXX,KAZ,KGZ,0,0,-,-,-,https://www.kegoc.kz/%D0%9A%D0%B0%D1%80%D1%82%D0%B0%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%95%D0%AD%D0%A1%20%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD%D0%B0-2023%20%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%20%20eng.pdf,-,Assumed power factor of 1 by converting MVA into MW. See Table 3.12 in the UNECE report for existing line data. ,No planned lines on KAZ grid map that is up to date as of 2023.
TRNKAZXXRUSCE,KAZXX,RUSCE,KAZ,RUS,0,0,-,-,-,https://www.garant.ru/products/ipo/prime/doc/404487690/,https://www.kegoc.kz/%D0%9A%D0%B0%D1%80%D1%82%D0%B0%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%95%D0%AD%D0%A1%20%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD%D0%B0-2023%20%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%20%20eng.pdf,-,No mentioning of new lines in Russian policy document/no new planned lines on KAZ grid map that is up to date as of 2023.
TRNKAZXXRUSMV,KAZXX,RUSMV,KAZ,RUS,0,0,-,-,-,https://www.garant.ru/products/ipo/prime/doc/404487690/,https://www.kegoc.kz/%D0%9A%D0%B0%D1%80%D1%82%D0%B0%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%95%D0%AD%D0%A1%20%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD%D0%B0-2023%20%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%20%20eng.pdf,-,No mentioning of new lines in Russian policy document/no new planned lines on KAZ grid map that is up to date as of 2023.
TRNKAZXXRUSSI,KAZXX,RUSSI,KAZ,RUS,0,0,-,-,-,https://www.garant.ru/products/ipo/prime/doc/404487690/,https://www.kegoc.kz/%D0%9A%D0%B0%D1%80%D1%82%D0%B0%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%95%D0%AD%D0%A1%20%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD%D0%B0-2023%20%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%20%20eng.pdf,-,No mentioning of new lines in Russian policy document/no new planned lines on KAZ grid map that is up to date as of 2023.
TRNKAZXXRUSSO,KAZXX,RUSSO,KAZ,RUS,0,0,-,-,-,https://www.garant.ru/products/ipo/prime/doc/404487690/,https://www.kegoc.kz/%D0%9A%D0%B0%D1%80%D1%82%D0%B0%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%95%D0%AD%D0%A1%20%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD%D0%B0-2023%20%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%20%20eng.pdf,-,No mentioning of new lines in Russian policy document/no new planned lines on KAZ grid map that is up to date as of 2023.
TRNKAZXXRUSUR,KAZXX,RUSUR,KAZ,RUS,0,0,-,-,-,https://www.garant.ru/products/ipo/prime/doc/404487690/,https://www.kegoc.kz/%D0%9A%D0%B0%D1%80%D1%82%D0%B0%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%95%D0%AD%D0%A1%20%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD%D0%B0-2023%20%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%20%20eng.pdf,-,No mentioning of new lines in Russian policy document/no new planned lines on KAZ grid map that is up to date as of 2023.
TRNKAZXXTKMXX,KAZXX,TKMXX,KAZ,TKM,0,0,-,-,-,https://www.kegoc.kz/%D0%9A%D0%B0%D1%80%D1%82%D0%B0%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%95%D0%AD%D0%A1%20%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD%D0%B0-2023%20%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%20%20eng.pdf,-,-,No planned lines on KAZ grid map that is up to date as of 2023.
TRNKAZXXUZBXX,KAZXX,UZBXX,KAZ,UZB,0,0,-,-,-,https://www.kegoc.kz/%D0%9A%D0%B0%D1%80%D1%82%D0%B0%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%95%D0%AD%D0%A1%20%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD%D0%B0-2023%20%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%20%20eng.pdf,-,-,No planned lines on KAZ grid map that is up to date as of 2023.
TRNKENXXSOMXX,KENXX,SOMXX,KEN,SOM,0,0,-,-,-,https://www.ketraco.co.ke/transmission/eastern-africa-power-pools,https://www.ketraco.co.ke/transmission/eastern-africa-power-pools,-,Kenya Power has not listed a regional interconnector.
TRNKENXXSSDXX,KENXX,SSDXX,KEN,SSD,0,0,-,-,-,https://ewsdata.rightsindevelopment.org/files/documents/91/WB-P178891_JOZPp03.pdf,-,-,No reported concrete plans within the World Bank Report.
TRNKENXXTZAXX,KENXX,TZAXX,KEN,TZA,2000,2000,400,507.5,2024,https://projectsportal.afdb.org/dataportal/VProject/show/P-Z1-FA0-052,-,-,-
TRNKENXXUGAXX,KENXX,UGAXX,KEN,UGA,155,155,-,-,-,https://www.sciencedirect.com/science/article/pii/S097308262030243X#f0005,-,-,-
TRNKGZXXTJKXX,KGZXX,TJKXX,KGZ,TJK,1300,1300,-,-,2025,https://iea.blob.core.windows.net/assets/b066e0be-9a3f-49ca-b932-38a1e81bda2a/Cross-BorderTradingforTajikistan_ARoadmap.pdf,https://www.asiaplustj.info/en/news/tajikistan/economic/20210402/kyrgyz-energy-official-considers-that-casa-1000-project-can-be-concluded-only-by-2025,-,-
TRNKGZXXUZBXX,KGZXX,UZBXX,KGZ,UZB,0,0,-,-,-,https://www.kegoc.kz/%D0%9A%D0%B0%D1%80%D1%82%D0%B0%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%95%D0%AD%D0%A1%20%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD%D0%B0-2023%20%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%20%20eng.pdf,-,-,No planned lines on KAZ grid map that is up to date as of 2023 and includes major lines of KGZ and UZB.
TRNKHMXXLAOXX,KHMXX,LAOXX,KHM,LAO,0,0,-,-,-,https://laotiantimes.com/2023/01/06/laos-cambodia-to-cooperate-in-power-transmission-line-project/,https://openresearchsoftware.metajnl.com/articles/10.5334/jors.302,-,There is ambition for total transmission capacity between both countries to reach 6 GW by 2030 but no specific addititional projects can be found as of yet hence these estimated capacities are not included.
TRNKHMXXTHAXX,KHMXX,THAXX,KHM,THA,0,0,500,-,-,https://www.phnompenhpost.com/business/studies-500kv-transmission-line-drag,https://openresearchsoftware.metajnl.com/articles/10.5334/jors.302,-,"A new 500 kV line between the Cambodian-Thai border to the Battambang substation (Cambodia) is being studied, but delays in its development means that as of yet there is no defined expected completion year nor detailed information on potential transmission capacity."
TRNKHMXXVNMCE,KHMXX,VNMCE,KHM,VNM,0,0,-,-,-,https://xaydungchinhsach.chinhphu.vn/toan-van-quy-hoach-phat-trien-dien-luc-quoc-gia-11923051616315244.htm,https://openresearchsoftware.metajnl.com/articles/10.5334/jors.302,-,No mentioning of new potential lines between Cambodia and Vietnam in Vietnam's Power Development Plan VIII.
TRNKHMXXVNMSO,KHMXX,VNMSO,KHM,VNM,0,0,-,-,-,https://xaydungchinhsach.chinhphu.vn/toan-van-quy-hoach-phat-trien-dien-luc-quoc-gia-11923051616315244.htm,https://openresearchsoftware.metajnl.com/articles/10.5334/jors.302,-,No mentioning of new potential lines between Cambodia and Vietnam in Vietnam's Power Development Plan VIII.
TRNKORXXPRKXX,KORXX,PRKXX,KOR,PRK,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNKOSXXMKDXX,KOSXX,MKDXX,KOS,MKD,0,0,-,-,-,https://www.ero-ks.org/zrre/sites/default/files/Lajmet/njoftimet/221118_KOSTT_Transmission%20Development%20Plan%202023-2032_ver.0.1.pdf,-,-,No mentioning of new capacity in Kosovo's TSO's network development plan.
TRNKOSXXMNEXX,KOSXX,MNEXX,KOS,MNE,0,0,-,-,-,https://www.ero-ks.org/zrre/sites/default/files/Lajmet/njoftimet/221118_KOSTT_Transmission%20Development%20Plan%202023-2032_ver.0.1.pdf,-,-,No mentioning of new capacity in Kosovo's TSO's network development plan.
TRNKOSXXSRBXX,KOSXX,SRBXX,KOS,SRB,0,0,-,-,-,https://www.ero-ks.org/zrre/sites/default/files/Lajmet/njoftimet/221118_KOSTT_Transmission%20Development%20Plan%202023-2032_ver.0.1.pdf,-,-,No mentioning of new capacity in Kosovo's TSO's network development plan.
TRNKWTXXSAUXX,KWTXX,SAUXX,KWT,SAU,0,0,-,-,-,https://reglobal.org/saudi-arabia-strengthens-transmission-ties-with-neighbours/,-,-,-
TRNLAOXXMMRXX,LAOXX,MMRXX,LAO,MMR,600,600,230,230,2026,https://thedocs.worldbank.org/en/doc/6bd0c527c8469333b119d88cc0b8b410-0070062023/original/In-The-Dark-Power-Sector-Challenges-in-Myanmar-August2023.pdf,-,-,MoU signed in 2023 for transmission capacity of 600 MW to be reached by 2026.
TRNLAOXXTHAXX,LAOXX,THAXX,LAO,THA,0,0,-,-,-,https://openjicareport.jica.go.jp/pdf/12328027_01.pdf,https://www.reccessary.com/en/news/th-environment/thailand-may-import-more-green-energy-from-Laos,"A MOU exists between both countries to aim for a total export of 9000 MW from Laos to Thailand by 2030, however exact projects to faciliate these numbers have not been been specificied. The JICA report indicates that Thailand's autorities expect an increase in import of 700 MW every two years from all neighbouring countries combined (but not exactly how much from Laos). Furthermore, complicating factors such as ecology concerns affect the speed at which new hydro developments (and resulting imports) can be commissioned. Thailand's Power Purchase Plan 2023 which should be released soon might provide more insights on expected transmission developments on the short to medium term, however as of yet no concrete plans/values can be found so no new planned capacity has been added.",-
TRNLAOXXVNMCE,LAOXX,VNMCE,LAO,VNM,2036,0,-,-,2025,https://openjicareport.jica.go.jp/pdf/12328027_01.pdf,-,"Following Table 6.2-12 and Table 6.2-13 in the JICA report, 2574 MW (970+869+735) of generating capacity (mostly hydro) is designated for export purposes to VNMCE by latest 2025 including transmission developments to support said exports. We assume that this equals the available transmission capacity by 2025 - the already existing 538 MW.  Given that these developments are specifically marked for export purposes with lines running from specific powerplants we assume that available transmission capacity is solely unidirectional. A MOU exists between both countries to export 5000 MW from Laos to Vietnam by 2030, however it is not specified to which parts of Vietnam this export is expected nor the status of developments post 2025 hence beyond the 2025 values we do not include any additional planned capacities.",-
TRNLAOXXVNMNO,LAOXX,VNMNO,LAO,VNM,1032,0,-,-,2025,https://openjicareport.jica.go.jp/pdf/12328027_01.pdf,-,"Following Table 6.2-12 in the JICA report, 1032 ('Total' + HPP Nam Ou 3 210 MW) MW of generating capacity (mostly hydro) is designated for export purposes to VNMNO by latest 2025 including transmission developments to support said exports. We assume that this equals the available transmission capacity by 2025. Given that these developments are specifically marked for export purposes with lines running from specific powerplants we assume that available transmission capacity is solely unidirectional. A MOU exists between both countries to export 5000 MW from Laos to Vietnam by 2030, however it is not specified to which parts of Vietnam this export is expected nor the status of developments post 2025 hence beyond the 2025 values we do not include any additional planned capacities.",-
TRNLBNXXSYRXX,LBNXX,SYRXX,LBN,SYR,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNLBRXXSLEXX,LBRXX,SLEXX,LBR,SLE,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNLBYXXMLTXX,LBYXX,MLTXX,LBY,MLT,0,0,-,-,-,-,-,-,"LBY and MLT have signed an MoU on an interconnector, but no formalised plans have been developed as of yet."
TRNLBYXXNERXX,LBYXX,NERXX,LBY,NER,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNLBYXXSDNXX,LBYXX,SDNXX,LBY,SDN,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNLBYXXTCDXX,LBYXX,TCDXX,LBY,TCD,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNLBYXXTUNXX,LBYXX,TUNXX,LBY,TUN,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNLSOXXZAFXX,LSOXX,ZAFXX,LSO,ZAF,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNLTUXXLVAXX,LTUXX,LVAXX,LTU,LVA,0,0,-,-,-,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNLTUXXPOLXX,LTUXX,POLXX,LTU,POL,500,500,-,-,2025,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNLTUXXPOLXX,LTUXX,POLXX,LTU,POL,500,1000,-,-,2030,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNLTUXXRUSNW,LTUXX,RUSNW,LTU,RUS,0,0,-,-,-,https://www.reuters.com/business/energy/estonia-lithuania-says-baltic-states-decouple-russian-power-grid-early-2025-2023-07-17/,-,Transmission lines do exist between the baltic states and RUSNW but the baltic states are working on decoupling from the RUSNW grid in either 2024/2025 so we made the assumption to set existing capacities to 0. This also means that no new projects are on the horizon.,-
TRNLTUXXSWEXX,LTUXX,SWEXX,LTU,SWE,0,0,-,-,-,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNLVAXXRUSNW,LVAXX,RUSNW,LVA,RUS,0,0,-,-,-,https://www.reuters.com/business/energy/estonia-lithuania-says-baltic-states-decouple-russian-power-grid-early-2025-2023-07-17/,-,Transmission lines do exist between the baltic states and RUSNW but the baltic states are working on decoupling from the RUSNW grid in either 2024/2025 so we made the assumption to set existing capacities to 0. This also means that no new projects are on the horizon.,-
TRNLVAXXSWEXX,LVAXX,SWEXX,LVA,SWE,500,500,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNMARXXPRTXX,MARXX,PRTXX,MAR,PRT,1000,1000,-,-,-,https://med-tso.org/wp-content/uploads/2022/02/MA-PT_project_sheet.pdf,-,-,-
TRNMDAXXROUXX,MDAXX,ROUXX,MDA,ROU,200,200,400,142,2026,https://www.economica.net/linia-electrica-suceava-balti-prin-care-reteaua-republicii-moldova-se-leaga-la-cea-romaneaca-pe-lista-cu-proiecte-propuse-de-romania-pentru-finantare-din-repowereu_655289.html,-,-,-
TRNMDAXXUKRXX,MDAXX,UKRXX,MDA,UKR,0,0,-,-,-,https://www.atlanticcouncil.org/blogs/ukrainealert/disarming-russias-energy-weapon-ukraine-begins-electricity-exports-to-moldova/,-,-,-
TRNMEXXXUSAAZ,MEXXX,USAAZ,MEX,USA,300,300,230,32,2024,https://www.transcanyon.com/projects/Sonora-Crossing/default.aspx,-,-,-
TRNMEXXXUSACI,MEXXX,USACI,MEX,USA,0,0,-,-,-,https://www.wilsoncenter.org/sites/default/files/media/uploads/documents/US%20Mexico%20Grid%20Integration%20McNeece_Irastorza_Martin.pdf,-,-,As of now no new concrete plans for transmission links between Mexico and California. Baja Californica is not integrated with SIN which limits potential for new projects except for connections with individual plants.
TRNMEXXXUSAEP,MEXXX,USAEP,MEX,USA,0,0,-,-,-,https://www.wilsoncenter.org/sites/default/files/media/uploads/documents/US%20Mexico%20Grid%20Integration%20McNeece_Irastorza_Martin.pdf,-,-,-
TRNMEXXXUSAER,MEXXX,USAER,MEX,USA,0,0,-,-,-,https://www.wilsoncenter.org/sites/default/files/media/uploads/documents/US%20Mexico%20Grid%20Integration%20McNeece_Irastorza_Martin.pdf,-,-,No new lines planned as of now since existing lines fall outside FERC plenary jurisdiction but that is different with potential new lines.
